global_index,turn_id,dialogue_id,turn_index,conversation_id,persuader_turn_index,n_turns_in_dialogue,annotator,strategies,categories,n_labels,flags,note,text
115,20180828-220746_854_live#t008,20180828-220746_854_live,8,2284,4,24,shimanto,donation_procedure_information|source_citation,Credibility Appeal|Information Provision,2,,Explains donation/sponsor options (donation_procedure_information); points to website URL (source_citation).,its amazing because you can choose to sponsor a child here or another country or many other ways to donate. URL here is the website to inform you a little more
116,20180828-220746_854_live#t010,20180828-220746_854_live,10,2284,5,24,shimanto,donation_procedure_information,Information Provision,1,,"Explains donation mechanism clearly: deducted from payment, range $0-$2.",would you like to donate to the charity? Your donation will be directly deducted from your task payment. You can choose any amount from $0 to all your payment ($2).
117,20180828-220746_854_live#t012,20180828-220746_854_live,12,2284,6,24,shimanto,comparison_framing|persistent_repetition,Framing and Presentation|Threat and Pressure,2,,Compares donation to trivial everyday spend like snacks (comparison_framing); re-asks after persuadee's reluctance (persistent_repetition).,"are you sure, i mean how much money do they spend on unnecessary stuff like a bag of snack or candy?"
118,20180828-220746_854_live#t014,20180828-220746_854_live,14,2284,7,24,shimanto,minimization_framing|self_modeling|impact_information,Social Influence|Framing and Presentation|Information Provision,3,,"'Small donations', 'Even $0.01' minimises ask (minimization_framing); 'i will be donating as well' = self_modeling; 'essential to ensuring children's rights' = impact_information.","Small donations will indeed help a lot of children and their families. Even $0.01, i will be donating as well every donation is essential to help ensuring children's rights to health, education, & safety. and will make a tangible impact for children all over."
119,20180828-220746_854_live#t016,20180828-220746_854_live,16,2284,8,24,shimanto,self_modeling,Social Influence,1,,States own donation as example.,i will be donating $0.50
120,20180828-220746_854_live#t018,20180828-220746_854_live,18,2284,9,24,shimanto,self_modeling|anchoring,Social Influence|Framing and Presentation,2,,Still modeling own donation (self_modeling); mentioning $2.00 anchors upward (anchoring).,i have even considered donating $2.00
121,20180828-220746_854_live#t020,20180828-220746_854_live,20,2284,10,24,shimanto,personal_related_inquiry,Relational and Interactive,1,,Bare ask with no amount or mechanism — personal_related_inquiry per first-100 convention.,How much do you like to donate to the charity today?
122,20180828-220746_854_live#t022,20180828-220746_854_live,22,2284,11,24,shimanto,gratitude_and_appreciation|hope_and_positive_impact,Emotional Appeal|Reciprocity and Exchange,2,,Thanks persuadee (gratitude); 'a child will greatly appreciate this' = hope_and_positive_impact.,Awesome thank you so much. bless you a child out there will greatly appreciate this
123,20180828-175059_983_live#t000,20180828-175059_983_live,0,2308,0,20,shimanto,personal_related_inquiry,Relational and Interactive,1,,Probes persuadee's values around charitable giving.,How important do you think it is to donate to charities? Especially charities that help children?
124,20180828-175059_983_live#t002,20180828-175059_983_live,2,2308,1,20,shimanto,source_related_inquiry|organization_information,Information Provision|Relational and Interactive,2,,'Have you heard of' = source_related_inquiry; describing the charity's work = organization_information.,"Have you heard of Save the Children - They do really amazing work with kids locally and globally. I like that they don't just focus on one thing, they prioritize all aspects of improving a child's life"
125,20180828-175059_983_live#t004,20180828-175059_983_live,4,2308,2,20,shimanto,organization_information|emotion_appeal,Emotional Appeal|Information Provision,2,,"Describes charity activities (organization_information); 'children who die from malnutrition', 'kids in war zones' evokes distress (emotion_appeal).","Yeah definitely. They work with hunger - helping to reduce the amount of children who die from malnutrition as well as helping to support kids in war zones from violence. They do a lot of disaster relief - After the flooding in Texas last year they did a ton of work to help kids there. They also support head start organizations, and provide backpacks and back to school supplies in under served communities"
126,20180828-175059_983_live#t006,20180828-175059_983_live,6,2308,3,20,shimanto,social_proof|personal_credibility|personal_related_inquiry,Credibility Appeal|Social Influence|Relational and Interactive,3,,'A lot of support from donors big and small' = social_proof; 'one I like to support' = personal_credibility; closing question about whether able people donate = personal_related_inquiry.,I think they have a lot of support from donors big and small. They are one of the charities that I like to support when able. Do you feel like people who have the ability are usually pretty likely to donate to a charity like this?
127,20180828-175059_983_live#t008,20180828-175059_983_live,8,2308,4,20,shimanto,self_modeling|minimization_framing|impact_information,Social Influence|Framing and Presentation|Information Provision,3,,'I would donate the whole payment' = self_modeling; 'seems like a small amount' = minimization_framing; microdonation impact = impact_information.,"I would donate the whole payment. I think sometimes we forget how much impact a microdonation can have. It seems like a small amount to us, but even that 0.30 can have an impact on someones life. What about you?"
128,20180828-175059_983_live#t010,20180828-175059_983_live,10,2308,5,20,shimanto,impact_information|logical_appeal,Rational Appeal|Information Provision,2,,.30 stretching further = impact_information; aggregation argument 'adds up quickly' = separate logical reasoning (logical_appeal). Removal test passes.,"Yes, I think so. .30 can add up quickly and stretch a lot further through an organization like this than one might think"
129,20180828-175059_983_live#t012,20180828-175059_983_live,12,2308,6,20,shimanto,personal_credibility,Credibility Appeal,1,,Persuader establishes philanthropic history as credibility.,I also really like March of Dimes and St Jude - I guess I have a soft spot for charities that help children as their primary goal
130,20180828-175059_983_live#t014,20180828-175059_983_live,14,2308,7,20,shimanto,source_related_inquiry,Relational and Interactive,1,,Asks about charity the persuadee mentioned.,I have not heard of that one. What does it do?
131,20180828-175059_983_live#t016,20180828-175059_983_live,16,2308,8,20,shimanto,rapport_building,Relational and Interactive,1,,Enthusiastic agreement — building warmth.,That is really awesome! I will have to look into that one further. I don't think there is enough support in that area. Thank you for sharing that one!
132,20180828-175059_983_live#t018,20180828-175059_983_live,18,2308,9,20,shimanto,,,0,empty_set,Bare agreement/confirmation with no new persuasive move.,I agree .30 is the right choice
133,20180828-191127_844_live#t000,20180828-191127_844_live,0,2328,0,22,shimanto,,,0,empty_set,Bare greeting.,Hello
134,20180828-191127_844_live#t002,20180828-191127_844_live,2,2328,1,22,shimanto,rapport_building,Relational and Interactive,1,,Small talk + question about persuadee's task experience.,I am good. Have you ever had a hit like this one?
135,20180828-191127_844_live#t004,20180828-191127_844_live,4,2328,2,22,shimanto,donation_procedure_information|in_group_appeal,Social Influence|Information Provision,2,,'we have to decide' + 'our rewards' frames as shared decision (in_group_appeal); donation of rewards = procedure_information.,I guess we have to decide if we are going to donate at least some of our rewards to a good cause
136,20180828-191127_844_live#t006,20180828-191127_844_live,6,2328,3,22,shimanto,feasibility_and_ease|source_related_inquiry,Rational Appeal|Relational and Interactive,2,,'Fairly easy' stresses ease (feasibility_and_ease); asking about the charity = source_related_inquiry.,That should be fairly easy. Did you check out the Save the Children charity?
137,20180828-191127_844_live#t008,20180828-191127_844_live,8,2328,4,22,shimanto,self_modeling|empathy_and_perspective_taking|personal_story,Emotional Appeal|Social Influence|Relational and Interactive,3,,'I personally donate' = self_modeling; imagining needing help for grandchildren = empathy_and_perspective_taking; 12 grandchildren backstory = personal_story.,I personally donate to the kids. I have 12 grandchildren and I know that if I had any special needs for them. I would need help. So since I have been blessed I still donate.
138,20180828-191127_844_live#t010,20180828-191127_844_live,10,2328,5,22,shimanto,feasibility_and_ease|personal_related_inquiry,Rational Appeal|Relational and Interactive,2,,'Easy second half' = feasibility_and_ease; asks how much = personal_related_inquiry.,"I think since we are willing to donate than, it should be an easy second half. How much are you willing to donate?"
